reviewid,artist,url,p_score,best_new_music,author,author_type,pub_date,pub_weekday,pub_day,pub_month,pub_year,genre,album,year,m_critic_score,m_user_score,comment
13401,blk jks,http://pitchfork.com/reviews/albums/13401-after-robots/,6.2,0,sean fennessey,contributor,2009-09-03,3,3,9,2009,rock,after robots,"Sep 8, 2009",75.0,8.5,
13413,yo la tengo,http://pitchfork.com/reviews/albums/13413-popular-songs/,7.9,0,rob mitchum,contributor,2009-09-01,1,1,9,2009,rock,popular songs,"Sep 8, 2009",79.0,8.7,
13398,polvo,http://pitchfork.com/reviews/albums/13398-in-prism/,8.1,0,stuart berman,contributor,2009-09-01,1,1,9,2009,rock,in prism,"Sep 8, 2009",79.0,5.6,
13382,wild beasts,http://pitchfork.com/reviews/albums/13382-two-dancers/,8.4,1,stuart berman,contributor,2009-08-31,0,31,8,2009,rock,two dancers,"Sep 8, 2009",83.0,8.7,
13409,health,http://pitchfork.com/reviews/albums/13409-get-color/,7.4,0,joe colly,contributor,2009-08-31,0,31,8,2009,rock,get color,"Sep 8, 2009",79.0,8.4,
13374,arctic monkeys,http://pitchfork.com/reviews/albums/13374-humbug/,7.2,0,joe tangari,contributor,2009-08-24,0,24,8,2009,rock,humbug,"Aug 25, 2009",75.0,8.4,
13373,slaughterhouse,http://pitchfork.com/reviews/albums/13373-slaughterhouse/,5.5,0,ian cohen,contributor,2009-08-24,0,24,8,2009,rap,slaughterhouse,"Aug 11, 2009",69.0,8.1,
13299,mount eerie,http://pitchfork.com/reviews/albums/13299-winds-poem/,8.2,0,matthew solarski,contributor,2009-08-14,4,14,8,2009,rock,wind's poem,"Aug 18, 2009",85.0,8.8,
13371,jay reatard,http://pitchfork.com/reviews/albums/13371-watch-me-fall/,7.9,0,jason crock,,2009-08-12,2,12,8,2009,rock,watch me fall,"Aug 18, 2009",76.0,7.9,
13362,brendan benson,http://pitchfork.com/reviews/albums/13362-my-old-familiar-friend/,7.0,0,joshua klein,,2009-08-10,0,10,8,2009,rock,"my old, familiar friend","Aug 18, 2009",72.0,7.8,
13354,speech debelle,http://pitchfork.com/reviews/albums/13354-speech-therapy/,7.5,0,amy granzin,contributor,2009-08-06,3,6,8,2009,rap,speech therapy,"Aug 18, 2009",77.0,7.2,
13334,yacht,http://pitchfork.com/reviews/albums/13334-see-mystery-lights/,8.5,1,rebecca raber,,2009-08-05,2,5,8,2009,electronic,see mystery lights,"Aug 4, 2009",70.0,7.2,
13341,mono,http://pitchfork.com/reviews/albums/13341-hymn-to-the-immortal-wind/,7.0,0,cosmo lee,,2009-07-31,4,31,7,2009,rock,hymn to the immortal wind,"Mar 24, 2009",75.0,8.8,
13168,blur,http://pitchfork.com/reviews/albums/13168-midlife-a-beginners-guide-to-blur/,9.4,1,scott plagenhoef,,2009-07-30,3,30,7,2009,rock,midlife: a beginner's guide to blur,"Jul 28, 2009",86.0,8.8,
13286,amazing baby,http://pitchfork.com/reviews/albums/13286-rewild/,6.1,0,nate patrin,contributor,2009-07-28,1,28,7,2009,rock,rewild,"Jun 23, 2009",68.0,5.1,
13223,megafaun,http://pitchfork.com/reviews/albums/13223-gather-form-fly/,8.1,0,stephen m. deusner,contributor,2009-07-24,4,24,7,2009,rock,"gather, form & fly","Jul 21, 2009",80.0,8.4,
13270,portugal. the man,http://pitchfork.com/reviews/albums/13270-the-satanic-satanist/,6.5,0,eric harvey,contributor,2009-07-24,4,24,7,2009,rock,the satanic satanist,"Jul 21, 2009",79.0,8.7,
13278,howling bells,http://pitchfork.com/reviews/albums/13278-radio-wars/,6.1,0,matthew solarski,contributor,2009-07-23,3,23,7,2009,folk/country,radio wars,"Jul 28, 2009",67.0,7.2,
13220,the fiery furnaces,http://pitchfork.com/reviews/albums/13220-im-going-away/,7.8,0,matthew perpetua,,2009-07-22,2,22,7,2009,rock,i'm going away,"Jul 21, 2009",76.0,8.8,
13218,magnolia electric co.,http://pitchfork.com/reviews/albums/13218-josephine/,5.6,0,andrew gaerig,contributor,2009-07-21,1,21,7,2009,rock,josephine,"Jul 21, 2009",78.0,8.3,
13219,wye oak,http://pitchfork.com/reviews/albums/13219-the-knot/,5.9,0,mike powell,contributor,2009-07-21,1,21,7,2009,rock,the knot,"Jul 21, 2009",75.0,8.7,
13321,lights,http://pitchfork.com/reviews/albums/13321-rites/,7.7,0,paul thompson,contributor,2009-07-21,1,21,7,2009,pop/r&b,rites,"Jul 21, 2009",77.0,5.5,
13268,clark,http://pitchfork.com/reviews/albums/13268-totems-flare/,5.9,0,brian howe,contributor,2009-07-20,0,20,7,2009,electronic,totems flare,"Jul 21, 2009",76.0,7.6,
13329,the alchemist,http://pitchfork.com/reviews/albums/13329-chemical-warfare/,7.8,0,david drake,contributor,2009-07-17,4,17,7,2009,rap,chemical warfare,"Jul 7, 2009",83.0,5.6,
13322,broken records,http://pitchfork.com/reviews/albums/13322-until-the-earth-begins-to-part/,4.9,0,ian cohen,contributor,2009-07-17,4,17,7,2009,rock,until the earth begins to part,"Jul 7, 2009",64.0,8.1,
13215,oneida,http://pitchfork.com/reviews/albums/13215-rated-o/,8.4,0,jason crock,,2009-07-16,3,16,7,2009,rock,rated o,"Jul 7, 2009",73.0,7.4,
13255,the most serene republic,http://pitchfork.com/reviews/albums/13255-and-the-ever-expanding-universe/,6.5,0,paul thompson,contributor,2009-07-14,1,14,7,2009,rock,...and the ever expanding universe,"Jul 14, 2009",70.0,8.0,
13187,the dead weather,http://pitchfork.com/reviews/albums/13187-horehound/,7.5,0,stuart berman,contributor,2009-07-13,0,13,7,2009,rock,horehound,"Jul 14, 2009",75.0,8.2,
13180,cass mccombs,http://pitchfork.com/reviews/albums/13180-catacombs/,8.2,1,david bevan,contributor,2009-07-10,4,10,7,2009,rock,catacombs,"Jul 7, 2009",76.0,7.6,
13316,maxwell,http://pitchfork.com/reviews/albums/13316-blacksummersnight/,7.8,0,david drake,contributor,2009-07-10,4,10,7,2009,pop/r&b,blacksummers'night,"Jul 7, 2009",85.0,8.7,
13314,discovery,http://pitchfork.com/reviews/albums/13314-lp/,6.8,0,scott plagenhoef,contributor,2009-07-09,3,9,7,2009,rock,lp,"Jul 14, 2009",63.0,7.1,
13312,bowerbirds,http://pitchfork.com/reviews/albums/13312-upper-air/,7.2,0,joshua love,contributor,2009-07-08,2,8,7,2009,rock,upper air,"Jul 7, 2009",76.0,8.5,
13178,tiny vipers,http://pitchfork.com/reviews/albums/13178-life-on-earth/,7.8,0,matthew solarski,contributor,2009-07-08,2,8,7,2009,folk/country,life on earth,"Jul 7, 2009",68.0,8.3,
13251,nosaj thing,http://pitchfork.com/reviews/albums/13251-drift/,7.9,0,jayson greene,senior editor,2009-07-08,2,8,7,2009,electronic,drift,"Jun 9, 2009",83.0,8.5,
12739,the rural alberta advantage,http://pitchfork.com/reviews/albums/12739-hometowns/,8.0,0,rebecca raber,,2009-07-07,1,7,7,2009,rock,hometowns,"Jul 7, 2009",72.0,8.7,
13245,moby,http://pitchfork.com/reviews/albums/13245-wait-for-me/,5.4,0,jess harvell,contributor,2009-07-06,0,6,7,2009,electronic,wait for me,"Jun 30, 2009",65.0,7.6,
13214,son volt,http://pitchfork.com/reviews/albums/13214-american-central-dust/,3.7,0,stephen m. deusner,contributor,2009-07-06,0,6,7,2009,rock,american central dust,"Jul 7, 2009",63.0,8.6,
13136,we were promised jetpacks,http://pitchfork.com/reviews/albums/13136-these-four-walls/,6.7,0,rebecca raber,,2009-07-06,0,6,7,2009,rock,these four walls,"Jul 7, 2009",72.0,8.6,
13119,white denim,http://pitchfork.com/reviews/albums/13119-fits/,7.0,0,eric harvey,contributor,2009-07-02,3,2,7,2009,rock,fits,"Oct 20, 2009",81.0,8.6,
13308,the mars volta,http://pitchfork.com/reviews/albums/13308-octahedron/,6.0,0,jess harvell,contributor,2009-06-30,1,30,6,2009,rock,octahedron,"Jun 23, 2009",66.0,8.0,
13309,cage,http://pitchfork.com/reviews/albums/13309-depart-from-me/,4.7,0,jayson greene,senior editor,2009-06-30,1,30,6,2009,rap,depart from me,"Jul 7, 2009",69.0,8.3,
13237,wilco,http://pitchfork.com/reviews/albums/13237-wilco-the-album/,7.3,0,matthew perpetua,,2009-06-29,0,29,6,2009,rock,wilco (the album),"Jun 30, 2009",76.0,8.0,
13125,bibio,http://pitchfork.com/reviews/albums/13125-ambivalence-avenue/,8.3,1,brian howe,contributor,2009-06-26,4,26,6,2009,electronic,ambivalence avenue,"Jun 23, 2009",78.0,8.4,
13117,the lemonheads,http://pitchfork.com/reviews/albums/13117-varshons/,4.7,0,stephen m. deusner,contributor,2009-06-25,3,25,6,2009,rock,varshons,"Jun 23, 2009",67.0,8.3,
13118,so many dynamos,http://pitchfork.com/reviews/albums/13118-the-loud-wars/,5.5,0,paul thompson,contributor,2009-06-25,3,25,6,2009,pop/r&b,the loud wars,"Jun 9, 2009",70.0,8.0,
13235,spinnerette,http://pitchfork.com/reviews/albums/13235-spinnerette/,2.7,0,stephen m. deusner,contributor,2009-06-24,2,24,6,2009,rock,spinnerette,"Jun 23, 2009",66.0,8.5,
13115,future of the left,http://pitchfork.com/reviews/albums/13115-travels-with-myself-and-another/,8.0,0,jason crock,,2009-06-24,2,24,6,2009,rock,travels with myself and another,"Jun 23, 2009",79.0,8.7,
13112,god help the girl,http://pitchfork.com/reviews/albums/13112-god-help-the-girl/,7.5,0,marc hogan,senior staff writer,2009-06-23,1,23,6,2009,pop/r&b,god help the girl,"Jun 23, 2009",73.0,8.5,
13184,regina spektor,http://pitchfork.com/reviews/albums/13184-far/,4.8,0,joshua love,contributor,2009-06-23,1,23,6,2009,rock,far,"Jun 23, 2009",74.0,8.8,
13109,dinosaur jr.,http://pitchfork.com/reviews/albums/13109-farm/,8.5,1,marc masters,contributor,2009-06-22,0,22,6,2009,rock,farm,"Jun 23, 2009",76.0,8.8,
13106,patterson hood,http://pitchfork.com/reviews/albums/13106-murdering-oscar-and-other-love-songs/,7.6,0,joshua klein,,2009-06-22,0,22,6,2009,rock,murdering oscar (and other love songs),"Jun 23, 2009",80.0,8.0,
13107,deer tick,http://pitchfork.com/reviews/albums/13107-born-on-flag-day/,5.3,0,joshua love,contributor,2009-06-22,0,22,6,2009,rock,born on flag day,"Jun 23, 2009",72.0,8.8,
13155,the sounds,http://pitchfork.com/reviews/albums/13155-crossing-the-rubicon/,3.7,0,paul thompson,contributor,2009-06-12,4,12,6,2009,rock,crossing the rubicon,"Jun 2, 2009",57.0,8.1,
13199,tiga,http://pitchfork.com/reviews/albums/13199-ciao/,7.4,0,andrew gaerig,contributor,2009-06-12,4,12,6,2009,electronic,ciao!,"May 26, 2009",76.0,7.9,
13162,placebo,http://pitchfork.com/reviews/albums/13162-battle-for-the-sun/,3.4,0,ian cohen,contributor,2009-06-10,2,10,6,2009,rock,battle for the sun,"Jun 9, 2009",62.0,8.4,
13159,dirty projectors,http://pitchfork.com/reviews/albums/13159-bitte-orca/,9.2,1,paul thompson,contributor,2009-06-09,1,9,6,2009,rock,bitte orca,"Jun 9, 2009",85.0,8.5,
13153,sonic youth,http://pitchfork.com/reviews/albums/13153-the-eternal/,6.8,0,marc masters,contributor,2009-06-08,0,8,6,2009,rock,the eternal,"Jun 9, 2009",79.0,7.1,
13077,jeff buckley,http://pitchfork.com/reviews/albums/13077-grace-around-the-world/,3.5,0,ryan dombal,senior editor,2009-06-03,2,3,6,2009,rock,grace around the world,"Jun 2, 2009",69.0,6.8,
13150,manic street preachers,http://pitchfork.com/reviews/albums/13150-journal-for-plague-lovers/,7.8,0,joe tangari,contributor,2009-06-01,0,1,6,2009,rock,journal for plague lovers,"Sep 15, 2009",85.0,8.8,
13059,polly scattergood,http://pitchfork.com/reviews/albums/13059-polly-scattergood/,5.3,0,matthew perpetua,,2009-05-28,3,28,5,2009,pop/r&b,polly scattergood,"May 19, 2009",61.0,8.4,
13062,the church,http://pitchfork.com/reviews/albums/13062-untitled-23/,7.0,0,joe tangari,contributor,2009-05-28,3,28,5,2009,rock,untitled #23,"May 12, 2009",82.0,8.9,
13052,phoenix,http://pitchfork.com/reviews/albums/13052-wolfgang-amadeus-phoenix/,8.5,1,ryan dombal,senior editor,2009-05-27,2,27,5,2009,rock,wolfgang amadeus phoenix,"May 26, 2009",82.0,8.7,
13078,grizzly bear,http://pitchfork.com/reviews/albums/13078-veckatimest/,9.0,1,paul thompson,contributor,2009-05-26,1,26,5,2009,rock,veckatimest,"May 26, 2009",85.0,8.8,
13073,ugk,http://pitchfork.com/reviews/albums/13073-ugk-4-life/,7.9,0,ian cohen,contributor,2009-05-26,1,26,5,2009,rap,ugk 4 life,"Mar 31, 2009",84.0,8.7,
13048,black moth super rainbow,http://pitchfork.com/reviews/albums/13048-eating-us/,6.1,0,andrew gaerig,contributor,2009-05-26,1,26,5,2009,electronic,eating us,"May 26, 2009",74.0,8.6,
13045,green day,http://pitchfork.com/reviews/albums/13045-21st-century-breakdown/,4.8,0,jess harvell,contributor,2009-05-22,4,22,5,2009,rock,21st century breakdown,"May 15, 2009",70.0,8.0,
13169,passion pit,http://pitchfork.com/reviews/albums/13169-manners/,8.1,0,ian cohen,contributor,2009-05-22,4,22,5,2009,pop/r&b,manners,"May 19, 2009",76.0,8.7,
12991,deerhunter,http://pitchfork.com/reviews/albums/12991-rainwater-cassette-exchange/,7.5,0,marc hogan,senior staff writer,2009-05-21,3,21,5,2009,rock,rainwater cassette exchange,"Jun 9, 2009",80.0,8.6,
13092,ciara,http://pitchfork.com/reviews/albums/13092-fantasy-ride/,4.4,0,tom breihan,contributor,2009-05-21,3,21,5,2009,pop/r&b,fantasy ride,"May 5, 2009",60.0,8.0,
13034,eminem,http://pitchfork.com/reviews/albums/13034-relapse/,4.8,0,ian cohen,contributor,2009-05-19,1,19,5,2009,rap,relapse,"May 19, 2009",59.0,7.8,
13002,john vanderslice,http://pitchfork.com/reviews/albums/13002-romanian-names/,7.8,0,joe tangari,contributor,2009-05-19,1,19,5,2009,rock,romanian names,"May 19, 2009",72.0,7.8,
13035,meat puppets,http://pitchfork.com/reviews/albums/13035-sewn-together/,6.1,0,jess harvell,contributor,2009-05-18,0,18,5,2009,rock,sewn together,"May 12, 2009",71.0,7.2,
13027,patrick watson,http://pitchfork.com/reviews/albums/13027-wooden-arms/,3.3,0,eric harvey,contributor,2009-05-13,2,13,5,2009,rock,wooden arms,"May 5, 2009",64.0,8.3,
13001,steve earle,http://pitchfork.com/reviews/albums/13001-townes/,5.3,0,stephen m. deusner,contributor,2009-05-12,1,12,5,2009,rock,townes,"May 12, 2009",82.0,8.0,
13012,casiotone for the painfully alone,http://pitchfork.com/reviews/albums/13012-vs-children/,7.9,0,matthew solarski,contributor,2009-05-11,0,11,5,2009,rock,vs. children,"Apr 7, 2009",79.0,8.4,
12955,the veils,http://pitchfork.com/reviews/albums/12955-sun-gangs/,6.7,0,rebecca raber,,2009-05-06,2,6,5,2009,rock,sun gangs,"Apr 7, 2009",74.0,7.7,
13003,peaches,http://pitchfork.com/reviews/albums/13003-i-feel-cream/,7.3,0,matthew perpetua,,2009-05-06,2,6,5,2009,electronic,i feel cream,"May 5, 2009",74.0,8.6,
12985,st. vincent,http://pitchfork.com/reviews/albums/12985-actor/,8.5,1,matthew perpetua,,2009-05-05,1,5,5,2009,rock,actor,"May 5, 2009",81.0,8.8,
12999,harlem shakes,http://pitchfork.com/reviews/albums/12999-technicolor-health/,5.0,0,joshua klein,,2009-05-05,1,5,5,2009,rock,technicolor health,"Mar 24, 2009",70.0,8.0,
12981,thee oh sees,http://pitchfork.com/reviews/albums/12981-help/,8.0,0,joe colly,contributor,2009-05-04,0,4,5,2009,rock,help,"Apr 28, 2009",81.0,8.8,
12918,pink mountaintops,http://pitchfork.com/reviews/albums/12918-outside-love/,7.3,0,mia clarke,,2009-05-04,0,4,5,2009,rock,outside love,"May 5, 2009",75.0,8.0,
12952,great northern,http://pitchfork.com/reviews/albums/12952-remind-me-where-the-light-is/,5.2,0,joshua love,contributor,2009-05-01,4,1,5,2009,rock,remind me where the light is,"Apr 28, 2009",59.0,6.7,
12979,bob dylan,http://pitchfork.com/reviews/albums/12979-together-through-life/,5.4,0,douglas wolk,contributor,2009-04-30,3,30,4,2009,rock,together through life,"Apr 28, 2009",76.0,8.7,
12969,crocodiles,http://pitchfork.com/reviews/albums/12969-summer-of-hate/,4.1,0,joe colly,contributor,2009-04-30,3,30,4,2009,rock,summer of hate,"Apr 28, 2009",69.0,7.6,
12957,tinted windows,http://pitchfork.com/reviews/albums/12957-tinted-windows/,3.5,0,stephen m. deusner,contributor,2009-04-29,2,29,4,2009,pop/r&b,tinted windows,"Apr 21, 2009",57.0,7.9,
12973,a camp,http://pitchfork.com/reviews/albums/12973-colonia/,6.7,0,stuart berman,contributor,2009-04-29,2,29,4,2009,rock,colonia,"Apr 28, 2009",64.0,8.0,
12967,bike for three!,http://pitchfork.com/reviews/albums/12967-more-heart-than-brains/,7.5,0,mia clarke,contributor,2009-04-28,1,28,4,2009,rap,more heart than brains,"May 26, 2009",82.0,7.7,
12965,japandroids,http://pitchfork.com/reviews/albums/12965-post-nothing/,8.3,1,ian cohen,contributor,2009-04-27,0,27,4,2009,rock,post-nothing,"Aug 4, 2009",82.0,8.5,
12961,prefuse 73,http://pitchfork.com/reviews/albums/12961-everything-she-touched-turned-ampexian/,6.5,0,jess harvell,contributor,2009-04-27,0,27,4,2009,electronic,everything she touched turned ampexian,"Apr 14, 2009",67.0,6.4,
12959,moderat,http://pitchfork.com/reviews/albums/12959-moderat/,7.6,0,joe colly,contributor,2009-04-27,0,27,4,2009,electronic,moderat,"Apr 28, 2009",77.0,8.7,
12878,the handsome family,http://pitchfork.com/reviews/albums/12878-honey-moon/,7.2,0,stephen m. deusner,contributor,2009-04-27,0,27,4,2009,rock,honey moon,"Apr 14, 2009",75.0,8.0,
12950,pet shop boys,http://pitchfork.com/reviews/albums/12950-yes/,4.9,0,douglas wolk,contributor,2009-04-23,3,23,4,2009,electronic,yes,"Apr 21, 2009",71.0,8.3,
12944,manchester orchestra,http://pitchfork.com/reviews/albums/12944-mean-everything-to-nothing/,5.2,0,eric harvey,contributor,2009-04-23,3,23,4,2009,rock,mean everything to nothing,"Apr 21, 2009",70.0,8.1,
12886,1990s,http://pitchfork.com/reviews/albums/12886-kicks/,4.9,0,rebecca raber,,2009-04-22,2,22,4,2009,rock,kicks,"Mar 24, 2009",65.0,8.8,
12942,camera obscura,http://pitchfork.com/reviews/albums/12942-my-maudlin-career/,8.3,1,brian howe,contributor,2009-04-21,1,21,4,2009,rock,my maudlin career,"Apr 21, 2009",80.0,8.5,
12935,super furry animals,http://pitchfork.com/reviews/albums/12935-dark-dayslight-years/,8.3,0,marc hogan,senior staff writer,2009-04-20,0,20,4,2009,rock,dark days/light years,"Apr 21, 2009",84.0,7.9,
12929,bill callahan,http://pitchfork.com/reviews/albums/12929-sometimes-i-wish-we-were-an-eagle/,8.1,1,brian howe,contributor,2009-04-17,4,17,4,2009,rock,sometimes i wish we were an eagle,"Apr 14, 2009",82.0,8.3,
12930,mr. lif,http://pitchfork.com/reviews/albums/12930-i-heard-it-today/,5.3,0,jayson greene,senior editor,2009-04-16,3,16,4,2009,rap,i heard it today,"Apr 21, 2009",70.0,8.8,
12914,wooden shjips,http://pitchfork.com/reviews/albums/12914-dos/,7.2,0,marc masters,contributor,2009-04-16,3,16,4,2009,rock,dos,"Apr 14, 2009",66.0,8.8,
12904,doves,http://pitchfork.com/reviews/albums/12904-kingdom-of-rust/,7.2,0,stuart berman,contributor,2009-04-15,2,15,4,2009,rock,kingdom of rust,"Apr 7, 2009",77.0,8.8,
12899,lady sovereign,http://pitchfork.com/reviews/albums/12899-jigsaw/,3.1,0,ian cohen,contributor,2009-04-15,2,15,4,2009,electronic,jigsaw,"Apr 7, 2009",57.0,6.6,
12917,jadakiss,http://pitchfork.com/reviews/albums/12917-the-last-kiss/,5.2,0,jayson greene,senior editor,2009-04-15,2,15,4,2009,rap,the last kiss,"Apr 7, 2009",61.0,8.4,
12926,silversun pickups,http://pitchfork.com/reviews/albums/12926-swoon/,5.3,0,ian cohen,contributor,2009-04-14,1,14,4,2009,rock,swoon,"Apr 14, 2009",64.0,8.7,
12913,bob mould,http://pitchfork.com/reviews/albums/12913-life-and-times/,7.0,0,joshua klein,,2009-04-14,1,14,4,2009,rock,life and times,"Apr 7, 2009",70.0,8.8,
12921,metric,http://pitchfork.com/reviews/albums/12921-fantasies/,6.4,0,rebecca raber,,2009-04-13,0,13,4,2009,rock,fantasies,"Apr 14, 2009",77.0,8.8,
12910,bat for lashes,http://pitchfork.com/reviews/albums/12910-two-suns/,8.5,1,mark pytlik,contributor,2009-04-10,4,10,4,2009,rock,two suns,"Apr 7, 2009",76.0,8.4,
12882,telekinesis,http://pitchfork.com/reviews/albums/12882-telekinesis/,6.3,0,matthew perpetua,,2009-04-08,2,8,4,2009,rock,telekinesis!,"Apr 7, 2009",68.0,6.8,
12895,the hold steady,http://pitchfork.com/reviews/albums/12895-a-positive-rage/,6.0,0,jason crock,,2009-04-07,1,7,4,2009,rock,a positive rage,"Apr 7, 2009",77.0,8.5,
12872,mastodon,http://pitchfork.com/reviews/albums/12872-crack-the-skye/,8.0,0,tom breihan,contributor,2009-04-01,2,1,4,2009,metal,crack the skye,"Mar 24, 2009",82.0,8.9,
12875,the thermals,http://pitchfork.com/reviews/albums/12875-now-we-can-see/,7.8,0,rebecca raber,,2009-03-31,1,31,3,2009,rock,now we can see,"Apr 7, 2009",79.0,8.3,
12797,gomez,http://pitchfork.com/reviews/albums/12797-a-new-tide/,5.4,0,stephen m. deusner,contributor,2009-03-31,1,31,3,2009,rock,a new tide,"Mar 31, 2009",61.0,8.1,
12859,bonnie prince billy,http://pitchfork.com/reviews/albums/12859-beware/,7.9,0,andrew gaerig,contributor,2009-03-27,4,27,3,2009,folk/country,beware,"Mar 17, 2009",74.0,8.5,
12852,serge gainsbourg,http://pitchfork.com/reviews/albums/12852-histoire-de-melody-nelson/,10.0,1,tom ewing,contributor,2009-03-26,3,26,3,2009,pop/r&b,histoire de melody nelson,"Mar 24, 2009",96.0,8.6,
12773,damien jurado,http://pitchfork.com/reviews/albums/12773-caught-in-the-trees/,7.3,0,matthew solarski,contributor,2009-03-25,2,25,3,2009,rock,caught in the trees,"Sep 9, 2008",75.0,8.4,
12836,the drones,http://pitchfork.com/reviews/albums/12836-havilah/,7.7,0,joe colly,contributor,2009-03-24,1,24,3,2009,rock,havilah,"Feb 17, 2009",77.0,8.5,
12842,the decemberists,http://pitchfork.com/reviews/albums/12842-the-hazards-of-love/,5.7,0,marc hogan,senior staff writer,2009-03-23,0,23,3,2009,rock,the hazards of love,"Mar 24, 2009",73.0,8.5,
